Vehicle_Type,Lane_Type,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Day,Month,Year,Hour,Minute
3,1,150,150,0,96,Not Fraud,15,12,2023,0,50
0,0,340,340,0,47,Not Fraud,30,12,2023,16,16
1,1,100,80,0,82,Fraud,6,1,2023,7,41
2,1,0,0,0,59,Not Fraud,23,1,2023,23,6
5,1,340,340,0,87,Not Fraud,8,2,2023,14,31
6,0,130,130,0,50,Not Fraud,27,2,2023,5,56
4,1,120,120,0,76,Not Fraud,16,3,2023,21,21
3,0,150,150,0,65,Not Fraud,31,3,2023,12,47
0,1,340,340,0,90,Not Fraud,19,4,2023,4,12
1,0,100,100,0,53,Not Fraud,4,5,2023,19,37
2,1,0,0,0,79,Not Fraud,24,5,2023,11,2
5,0,340,340,0,73,Not Fraud,8,6,2023,2,27
6,1,130,130,0,97,Not Fraud,27,6,2023,17,52
4,0,120,120,0,44,Not Fraud,12,7,2023,9,18
3,1,150,150,0,81,Not Fraud,31,7,2023,0,43
0,0,340,100,0,64,Fraud,15,8,2023,16,8
1,1,100,100,0,93,Not Fraud,3,9,2023,7,33
2,1,0,0,0,57,Not Fraud,18,9,2023,22,58
5,1,340,340,0,86,Not Fraud,8,10,2023,14,23
6,0,130,130,0,71,Not Fraud,23,10,2023,5,49
4,1,120,120,0,99,Not Fraud,11,11,2023,21,14
3,0,150,150,0,46,Not Fraud,27,11,2023,12,39
0,1,340,340,0,82,Not Fraud,16,12,2023,4,4
1,0,100,100,0,67,Not Fraud,31,12,2023,19,29
2,1,0,0,0,94,Not Fraud,7,1,2023,10,54
5,0,340,340,0,52,Not Fraud,24,1,2023,2,20
6,1,130,130,0,88,Not Fraud,8,2,2023,17,45
4,0,120,90,0,63,Fraud,27,2,2023,9,10
3,1,150,150,0,91,Not Fraud,14,3,2023,0,35
0,0,340,340,0,55,Not Fraud,29,3,2023,16,0
1,1,100,100,0,81,Not Fraud,17,4,2023,7,25
2,1,0,0,0,58,Not Fraud,2,5,2023,22,51
5,1,340,150,0,83,Fraud,22,5,2023,14,16
6,0,130,130,0,66,Not Fraud,6,6,2023,5,41
4,1,120,120,0,91,Not Fraud,25,6,2023,21,6
3,0,150,130,0,49,Fraud,11,7,2023,12,31
0,1,340,340,0,77,Not Fraud,30,7,2023,3,56
1,0,100,100,0,59,Not Fraud,14,8,2023,19,22
2,1,0,0,0,88,Not Fraud,2,9,2023,10,47
5,0,340,340,0,68,Not Fraud,17,9,2023,2,12
6,1,130,100,0,93,Fraud,6,10,2023,17,37
4,0,120,120,0,72,Not Fraud,21,10,2023,9,2
3,1,150,150,0,90,Not Fraud,9,11,2023,0,27
0,0,340,340,0,53,Not Fraud,24,11,2023,15,53
1,1,100,100,0,80,Not Fraud,13,12,2023,7,18
2,1,0,0,0,67,Not Fraud,28,12,2023,22,43
5,1,340,100,0,96,Fraud,14,1,2023,14,8
6,0,130,130,0,45,Not Fraud,29,1,2023,5,33
4,1,120,120,0,79,Not Fraud,17,2,2023,21,58
3,0,150,150,0,62,Not Fraud,5,3,2023,13,24
0,1,340,340,0,86,Not Fraud,20,3,2023,4,49
1,0,100,100,0,50,Not Fraud,8,4,2023,20,14
2,1,0,0,0,75,Not Fraud,24,4,2023,11,39
5,0,340,340,0,70,Not Fraud,13,5,2023,3,4
6,1,130,130,0,93,Not Fraud,28,5,2023,18,29
4,0,120,100,0,58,Fraud,16,6,2023,9,55
3,1,150,150,0,84,Not Fraud,1,7,2023,1,20
0,0,340,120,0,69,Fraud,20,7,2023,16,45
1,1,100,100,0,97,Not Fraud,4,8,2023,8,10
2,1,0,0,0,47,Not Fraud,23,8,2023,23,35
5,1,340,340,0,82,Not Fraud,8,9,2023,15,0
6,0,130,90,0,61,Fraud,27,9,2023,6,26
4,1,120,120,0,89,Not Fraud,12,10,2023,21,51
3,0,150,150,0,54,Not Fraud,31,10,2023,13,16
0,1,340,340,0,78,Not Fraud,15,11,2023,4,41
1,0,100,100,0,65,Not Fraud,4,12,2023,20,6
2,1,0,0,0,92,Not Fraud,20,12,2023,11,31
5,0,340,120,0,51,Fraud,7,1,2023,2,57
6,1,130,130,0,76,Not Fraud,24,1,2023,18,22
4,0,120,120,0,60,Not Fraud,8,2,2023,9,47
3,1,150,150,0,85,Not Fraud,27,2,2023,1,12
0,0,340,340,0,67,Not Fraud,14,3,2023,16,37
1,1,100,100,0,94,Not Fraud,29,3,2023,8,2
2,1,0,0,0,46,Not Fraud,17,4,2023,23,28
5,1,340,340,0,81,Not Fraud,3,5,2023,14,53
6,0,130,130,0,63,Not Fraud,22,5,2023,6,18
4,1,120,120,0,87,Not Fraud,6,6,2023,21,43
3,0,150,130,0,52,Fraud,26,6,2023,13,8
0,1,340,90,0,74,Fraud,11,7,2023,4,33
1,0,100,100,0,58,Not Fraud,30,7,2023,20,59
2,1,0,0,0,83,Not Fraud,15,8,2023,12,24
5,0,340,340,0,71,Not Fraud,3,9,2023,3,49
6,1,130,130,0,98,Not Fraud,18,9,2023,19,14
4,0,120,120,0,48,Not Fraud,7,10,2023,10,39
3,1,150,150,0,85,Not Fraud,22,10,2023,2,4
0,0,340,340,0,66,Not Fraud,10,11,2023,17,30
1,1,100,100,0,93,Not Fraud,25,11,2023,8,55
2,1,0,0,0,54,Not Fraud,14,12,2023,0,20
5,1,340,340,0,80,Not Fraud,29,12,2023,15,45
6,0,130,130,0,62,Not Fraud,5,1,2023,7,10
4,1,120,120,0,89,Not Fraud,22,1,2023,22,35
3,0,150,150,0,45,Not Fraud,10,2,2023,14,1
0,1,340,340,0,77,Not Fraud,25,2,2023,5,26
1,0,100,80,0,70,Fraud,15,3,2023,20,51
2,1,0,0,0,92,Not Fraud,31,3,2023,12,16
5,0,340,340,0,49,Not Fraud,19,4,2023,3,41
6,1,130,130,0,78,Not Fraud,4,5,2023,19,6
4,0,120,120,0,67,Not Fraud,24,5,2023,10,32
3,1,150,150,0,95,Not Fraud,8,6,2023,1,57
0,0,340,340,0,56,Not Fraud,27,6,2023,17,22
1,1,100,100,0,83,Not Fraud,12,7,2023,8,47
2,1,0,0,0,68,Not Fraud,31,7,2023,0,12
5,1,340,150,0,96,Fraud,15,8,2023,15,37
6,0,130,130,0,47,Not Fraud,3,9,2023,7,3
4,1,120,100,0,82,Fraud,18,9,2023,22,28
3,0,150,150,0,59,Not Fraud,8,10,2023,13,53
0,1,340,340,0,87,Not Fraud,23,10,2023,5,18
1,0,100,100,0,50,Not Fraud,11,11,2023,20,43
2,1,0,0,0,76,Not Fraud,27,11,2023,12,8
5,0,340,340,0,65,Not Fraud,16,12,2023,3,34
6,1,130,130,0,90,Not Fraud,31,12,2023,19,59
4,0,120,120,0,53,Not Fraud,7,1,2023,11,24
3,1,150,150,0,79,Not Fraud,24,1,2023,2,49
0,0,340,340,0,73,Not Fraud,8,2,2023,18,14
1,1,100,100,0,97,Not Fraud,27,2,2023,9,39
2,1,0,0,0,44,Not Fraud,14,3,2023,1,5
5,1,340,100,0,81,Fraud,29,3,2023,16,30
6,0,130,130,0,64,Not Fraud,17,4,2023,7,55
4,1,120,120,0,93,Not Fraud,2,5,2023,23,20
3,0,150,150,0,57,Not Fraud,22,5,2023,14,45
0,1,340,340,0,86,Not Fraud,6,6,2023,6,10
1,0,100,80,0,71,Fraud,25,6,2023,21,36
2,1,0,0,0,99,Not Fraud,11,7,2023,13,1
5,0,340,340,0,46,Not Fraud,30,7,2023,4,26
6,1,130,130,0,82,Not Fraud,14,8,2023,19,51
4,0,120,120,0,67,Not Fraud,2,9,2023,11,16
3,1,150,120,0,94,Fraud,17,9,2023,2,41
0,0,340,340,0,52,Not Fraud,6,10,2023,18,7
1,1,100,100,0,88,Not Fraud,21,10,2023,9,32
2,1,0,0,0,63,Not Fraud,9,11,2023,0,57
5,1,340,340,0,91,Not Fraud,24,11,2023,16,22
6,0,130,100,0,55,Fraud,13,12,2023,7,47
4,1,120,120,0,81,Not Fraud,28,12,2023,23,12
3,0,150,150,0,57,Not Fraud,15,1,2023,14,38
0,1,340,340,0,84,Not Fraud,30,1,2023,6,3
1,0,100,100,0,66,Not Fraud,18,2,2023,21,28
2,1,0,0,0,91,Not Fraud,6,3,2023,12,53
5,0,340,340,0,49,Not Fraud,21,3,2023,4,18
6,1,130,100,0,77,Fraud,9,4,2023,19,43
4,0,120,100,0,59,Fraud,25,4,2023,11,9
3,1,150,150,0,88,Not Fraud,14,5,2023,2,34
0,0,340,150,0,68,Fraud,29,5,2023,17,59
1,1,100,100,0,93,Not Fraud,17,6,2023,9,24
2,1,0,0,0,72,Not Fraud,2,7,2023,0,49
5,1,340,120,0,90,Fraud,21,7,2023,16,14
6,0,130,130,0,53,Not Fraud,5,8,2023,7,40
4,1,120,100,0,80,Fraud,24,8,2023,23,5
3,0,150,150,0,67,Not Fraud,9,9,2023,14,30
0,1,340,340,0,96,Not Fraud,28,9,2023,5,55
1,0,100,80,0,45,Fraud,13,10,2023,21,20
2,1,0,0,0,79,Not Fraud,1,11,2023,12,45
5,0,340,340,0,62,Not Fraud,16,11,2023,4,11
6,1,130,100,0,86,Fraud,5,12,2023,19,36
4,0,120,120,0,50,Not Fraud,21,12,2023,11,1
3,1,150,150,0,75,Not Fraud,7,1,2023,2,26
0,0,340,340,0,70,Not Fraud,24,1,2023,17,51
1,1,100,100,0,93,Not Fraud,8,2,2023,9,16
2,1,0,0,0,58,Not Fraud,27,2,2023,0,42
5,1,340,150,0,84,Fraud,16,3,2023,16,7
6,0,130,130,0,69,Not Fraud,31,3,2023,7,32
4,1,120,120,0,97,Not Fraud,19,4,2023,22,57
3,0,150,150,0,47,Not Fraud,5,5,2023,14,22
0,1,340,340,0,82,Not Fraud,24,5,2023,5,47
1,0,100,100,0,61,Not Fraud,8,6,2023,21,13
2,1,0,0,0,89,Not Fraud,28,6,2023,12,38
5,0,340,340,0,54,Not Fraud,13,7,2023,4,3
6,1,130,130,0,78,Not Fraud,1,8,2023,19,28
4,0,120,120,0,65,Not Fraud,16,8,2023,10,53
3,1,150,100,0,92,Fraud,4,9,2023,2,18
0,0,340,100,0,51,Fraud,19,9,2023,17,44
1,1,100,100,0,76,Not Fraud,8,10,2023,9,9
2,1,0,0,1,60,Not Fraud,23,10,2023,0,34
5,1,300,100,1,65,Fraud,11,11,2023,16,59
6,0,120,120,1,70,Not Fraud,26,11,2023,8,24
4,1,110,110,1,75,Not Fraud,15,12,2023,23,49
3,0,140,140,1,78,Not Fraud,31,12,2023,15,15
0,1,300,300,1,63,Not Fraud,7,1,2023,6,40
1,0,70,70,1,67,Not Fraud,24,1,2023,22,5
2,1,0,0,1,72,Not Fraud,9,2,2023,13,30
5,0,300,70,1,58,Fraud,28,2,2023,4,55
6,1,120,120,1,80,Not Fraud,15,3,2023,20,20
4,0,110,110,1,73,Not Fraud,4,4,2023,11,46
3,1,140,140,1,68,Not Fraud,19,4,2023,3,11
0,0,300,300,1,65,Not Fraud,8,5,2023,18,36
1,1,70,70,1,75,Not Fraud,23,5,2023,10,1
2,1,0,0,1,82,Not Fraud,11,6,2023,1,26
5,1,300,300,1,58,Not Fraud,26,6,2023,16,51
6,0,120,120,1,70,Not Fraud,15,7,2023,8,17
4,1,110,110,1,78,Not Fraud,30,7,2023,23,42
3,0,140,70,1,65,Fraud,18,8,2023,15,7
0,1,300,300,1,70,Not Fraud,2,9,2023,6,32
1,0,70,70,1,62,Not Fraud,21,9,2023,21,57
2,1,0,0,1,80,Not Fraud,7,10,2023,13,22
5,0,300,300,1,55,Not Fraud,26,10,2023,4,48
6,1,120,120,1,68,Not Fraud,10,11,2023,20,13
4,0,110,110,1,72,Not Fraud,29,11,2023,11,38
3,1,140,90,1,75,Fraud,14,12,2023,3,3
0,0,300,300,1,82,Not Fraud,2,1,2023,18,28
1,1,70,70,1,88,Not Fraud,18,1,2023,9,53
2,1,0,0,1,68,Not Fraud,6,2,2023,1,19
5,1,300,300,1,77,Not Fraud,21,2,2023,16,44
6,0,120,120,1,62,Not Fraud,11,3,2023,8,9
4,1,110,70,1,65,Fraud,26,3,2023,23,34
3,0,140,140,1,74,Not Fraud,14,4,2023,15,0
0,1,300,60,1,79,Fraud,29,4,2023,6,25
1,0,70,70,1,55,Not Fraud,18,5,2023,21,51
2,1,0,0,1,72,Not Fraud,3,6,2023,13,16
5,0,300,300,1,68,Not Fraud,22,6,2023,4,41
6,1,120,120,1,75,Not Fraud,7,7,2023,20,6
4,0,110,90,1,60,Fraud,27,7,2023,11,31
3,1,140,140,1,68,Not Fraud,11,8,2023,2,56
0,0,300,300,1,72,Not Fraud,30,8,2023,18,22
1,1,70,70,1,78,Not Fraud,14,9,2023,9,47
2,1,0,0,1,63,Not Fraud,3,10,2023,1,12
5,1,300,300,1,70,Not Fraud,18,10,2023,16,37
6,0,120,120,1,65,Not Fraud,6,11,2023,8,2
4,1,110,110,1,80,Not Fraud,21,11,2023,23,27
3,0,140,140,1,72,Not Fraud,11,12,2023,14,53
0,1,300,300,1,68,Not Fraud,26,12,2023,6,18
1,0,70,70,1,75,Not Fraud,2,1,2023,21,43
2,1,0,0,1,58,Not Fraud,20,1,2023,13,8
5,0,300,300,1,65,Not Fraud,4,2,2023,4,33
6,1,120,110,1,70,Fraud,23,2,2023,20,58
4,0,110,110,1,75,Not Fraud,11,3,2023,12,24
3,1,140,140,1,82,Not Fraud,26,3,2023,3,49
0,0,300,300,1,63,Not Fraud,14,4,2023,19,14
1,1,70,70,1,67,Not Fraud,29,4,2023,10,39
2,1,0,0,1,74,Not Fraud,18,5,2023,2,4
5,1,300,300,1,79,Not Fraud,2,6,2023,17,29
6,0,120,120,1,55,Not Fraud,21,6,2023,8,55
4,1,110,110,1,68,Not Fraud,6,7,2023,0,20
3,0,140,140,1,72,Not Fraud,25,7,2023,15,45
0,1,300,300,1,60,Not Fraud,9,8,2023,7,10
1,0,70,70,1,75,Not Fraud,28,8,2023,22,35
2,1,0,0,1,78,Not Fraud,13,9,2023,14,0
5,0,300,300,1,68,Not Fraud,2,10,2023,5,26
6,1,120,120,1,65,Not Fraud,17,10,2023,20,51
4,0,110,110,1,70,Not Fraud,6,11,2023,12,16
3,1,140,110,1,82,Fraud,21,11,2023,3,41
0,0,300,90,1,77,Fraud,10,12,2023,19,6
1,1,70,70,1,55,Not Fraud,26,12,2023,10,31
2,1,0,0,1,67,Not Fraud,1,1,2023,1,57
5,1,300,110,1,73,Fraud,18,1,2023,17,22
6,0,120,120,1,68,Not Fraud,2,2,2023,8,47
4,1,110,70,1,75,Fraud,21,2,2023,0,12
3,0,140,120,1,80,Fraud,8,3,2023,15,37
0,1,300,300,1,63,Not Fraud,23,3,2023,7,2
1,0,70,70,1,72,Not Fraud,11,4,2023,22,28
2,1,0,0,1,58,Not Fraud,27,4,2023,13,53
5,0,300,300,1,68,Not Fraud,16,5,2023,5,18
6,1,120,120,1,70,Not Fraud,31,5,2023,20,43
4,0,110,110,1,75,Not Fraud,19,6,2023,12,8
3,1,140,140,1,65,Not Fraud,4,7,2023,3,33
0,0,300,300,1,62,Not Fraud,23,7,2023,19,59
1,1,70,70,1,77,Not Fraud,7,8,2023,11,24
2,1,0,0,1,80,Not Fraud,26,8,2023,2,49
5,1,300,300,1,68,Not Fraud,10,9,2023,18,14
6,0,120,90,1,72,Fraud,29,9,2023,9,39
4,1,110,110,1,75,Not Fraud,14,10,2023,1,4
3,0,140,140,1,58,Not Fraud,2,11,2023,16,30
0,1,300,300,1,63,Not Fraud,17,11,2023,7,55
1,0,70,70,1,70,Not Fraud,6,12,2023,23,20
2,1,0,0,1,74,Not Fraud,22,12,2023,14,45
5,0,300,300,1,79,Not Fraud,8,1,2023,6,10
6,1,120,120,1,65,Not Fraud,25,1,2023,21,35
4,0,110,100,1,68,Fraud,10,2,2023,13,1
3,1,140,140,1,82,Not Fraud,28,2,2023,4,26
0,0,300,300,1,60,Not Fraud,15,3,2023,19,51
1,1,70,70,1,72,Not Fraud,30,3,2023,11,16
2,1,0,0,1,75,Not Fraud,18,4,2023,2,41
5,1,300,300,1,68,Not Fraud,3,5,2023,18,6
6,0,120,120,1,70,Not Fraud,22,5,2023,9,32
4,1,110,110,1,55,Not Fraud,6,6,2023,0,57
3,0,140,140,1,60,Not Fraud,25,6,2023,16,22
0,1,300,300,1,65,Not Fraud,10,7,2023,7,47
1,0,70,70,1,70,Not Fraud,29,7,2023,23,12
2,1,0,0,1,75,Not Fraud,14,8,2023,14,37
5,0,300,300,1,78,Not Fraud,2,9,2023,6,3
6,1,120,120,1,63,Not Fraud,17,9,2023,21,28
4,0,110,110,1,67,Not Fraud,7,10,2023,12,53
3,1,140,140,1,72,Not Fraud,22,10,2023,4,18
0,0,300,300,1,58,Not Fraud,10,11,2023,19,43
1,1,70,0,1,80,Fraud,26,11,2023,11,8
2,1,0,0,1,73,Not Fraud,15,12,2023,2,34
5,1,300,300,1,68,Not Fraud,30,12,2023,17,59
6,0,120,120,1,65,Not Fraud,6,1,2023,9,24
4,1,110,110,1,75,Not Fraud,23,1,2023,0,49
3,0,140,70,1,82,Fraud,7,2,2023,16,14
0,1,300,120,1,58,Fraud,26,2,2023,7,39
1,0,70,70,1,70,Not Fraud,13,3,2023,23,5
2,1,0,0,1,78,Not Fraud,29,3,2023,14,30
5,0,300,300,1,65,Not Fraud,17,4,2023,5,55
6,1,120,120,1,70,Not Fraud,2,5,2023,21,20
4,0,110,110,1,62,Not Fraud,22,5,2023,12,45
3,1,140,140,1,80,Not Fraud,6,6,2023,4,10
0,0,300,300,1,55,Not Fraud,25,6,2023,19,36
1,1,70,70,1,68,Not Fraud,11,7,2023,11,1
2,1,0,0,1,72,Not Fraud,31,7,2023,2,26
5,1,300,300,1,75,Not Fraud,15,8,2023,17,51
6,0,120,120,1,82,Not Fraud,3,9,2023,9,16
4,1,110,110,1,88,Not Fraud,18,9,2023,0,41
3,0,140,90,1,68,Fraud,7,10,2023,16,7
0,1,300,300,1,77,Not Fraud,22,10,2023,7,32
1,0,70,70,1,62,Not Fraud,10,11,2023,22,57
2,1,0,0,1,65,Not Fraud,26,11,2023,14,22
5,0,300,300,1,74,Not Fraud,15,12,2023,5,47
6,1,120,120,1,79,Not Fraud,30,12,2023,21,12
4,0,110,110,1,55,Not Fraud,7,1,2023,12,38
3,1,140,140,1,72,Not Fraud,24,1,2023,4,3
0,0,300,300,1,68,Not Fraud,8,2,2023,19,28
1,1,70,70,1,75,Not Fraud,27,2,2023,10,53
2,1,0,0,1,60,Not Fraud,14,3,2023,2,18
5,1,300,300,1,68,Not Fraud,29,3,2023,17,43
6,0,120,70,1,72,Fraud,17,4,2023,9,9
4,1,110,60,1,78,Fraud,2,5,2023,0,34
3,0,140,140,1,63,Not Fraud,21,5,2023,15,59
0,1,300,300,1,70,Not Fraud,5,6,2023,7,24
1,0,70,70,1,65,Not Fraud,24,6,2023,22,49
2,1,0,0,1,80,Not Fraud,10,7,2023,14,14
5,0,300,300,1,72,Not Fraud,29,7,2023,5,40
6,1,120,120,1,68,Not Fraud,13,8,2023,21,5
4,0,110,70,1,75,Fraud,1,9,2023,12,30
3,1,140,110,1,58,Fraud,16,9,2023,3,55
0,0,300,300,1,65,Not Fraud,5,10,2023,19,20
1,1,70,70,1,70,Not Fraud,21,10,2023,10,45
2,1,0,0,1,75,Not Fraud,9,11,2023,2,11
5,1,300,300,1,82,Not Fraud,24,11,2023,17,36
6,0,120,120,1,63,Not Fraud,13,12,2023,9,1
4,1,110,110,1,67,Not Fraud,28,12,2023,0,26
3,0,140,140,1,74,Not Fraud,14,1,2023,15,51
0,1,300,300,1,79,Not Fraud,29,1,2023,7,16
1,0,70,70,1,55,Not Fraud,17,2,2023,22,42
2,1,0,0,1,68,Not Fraud,5,3,2023,14,7
5,0,300,90,1,72,Fraud,20,3,2023,5,32
6,1,120,120,1,60,Not Fraud,8,4,2023,20,57
4,0,110,110,1,75,Not Fraud,24,4,2023,12,22
3,1,140,140,1,78,Not Fraud,13,5,2023,3,47
0,0,300,300,1,68,Not Fraud,28,5,2023,19,13
1,1,70,70,1,65,Not Fraud,16,6,2023,10,38
2,1,0,0,1,70,Not Fraud,1,7,2023,2,3
5,1,300,300,1,82,Not Fraud,20,7,2023,17,28
6,0,120,120,1,77,Not Fraud,4,8,2023,8,53
4,1,110,110,1,55,Not Fraud,23,8,2023,0,18
3,0,140,140,1,67,Not Fraud,8,9,2023,15,44
0,1,300,300,1,73,Not Fraud,27,9,2023,7,9
1,0,70,70,1,68,Not Fraud,12,10,2023,22,34
2,1,0,0,1,75,Not Fraud,31,10,2023,14,59
5,0,300,140,1,80,Fraud,15,11,2023,6,24
6,1,120,120,1,63,Not Fraud,4,12,2023,21,49
4,0,110,110,1,72,Not Fraud,20,12,2023,13,15
3,1,140,140,1,58,Not Fraud,7,1,2023,4,40
0,0,300,300,1,68,Not Fraud,24,1,2023,20,5
1,1,70,70,1,70,Not Fraud,8,2,2023,11,30
2,1,0,0,1,75,Not Fraud,27,2,2023,3,55
5,1,300,300,1,65,Not Fraud,16,3,2023,19,20
6,0,120,90,1,62,Fraud,31,3,2023,10,46
4,1,110,110,1,77,Not Fraud,19,4,2023,2,11
3,0,140,140,1,80,Not Fraud,4,5,2023,17,36
0,1,300,300,1,68,Not Fraud,23,5,2023,9,1
1,0,70,70,1,72,Not Fraud,7,6,2023,0,26
2,1,0,0,1,75,Not Fraud,26,6,2023,15,51
5,0,300,300,1,58,Not Fraud,11,7,2023,7,17
6,1,120,120,1,63,Not Fraud,30,7,2023,22,42
4,0,110,110,1,70,Not Fraud,15,8,2023,14,7
3,1,140,140,1,74,Not Fraud,3,9,2023,5,32
0,0,300,300,1,79,Not Fraud,18,9,2023,20,57
1,1,70,70,1,65,Not Fraud,8,10,2023,12,22
2,1,0,0,1,68,Not Fraud,23,10,2023,3,48
5,1,300,300,1,82,Not Fraud,11,11,2023,19,13
6,0,120,120,1,60,Not Fraud,27,11,2023,10,38
4,1,110,110,1,72,Not Fraud,16,12,2023,2,3
3,0,140,140,1,75,Not Fraud,31,12,2023,17,28
0,1,300,300,1,68,Not Fraud,6,1,2023,8,53
1,0,70,70,1,70,Not Fraud,23,1,2023,0,19
2,1,0,0,1,55,Not Fraud,7,2,2023,15,44
5,0,300,300,1,57,Not Fraud,26,2,2023,7,9
6,1,120,120,1,111,Not Fraud,13,3,2023,22,34
4,0,110,110,1,64,Not Fraud,29,3,2023,14,0
3,1,140,60,1,118,Fraud,17,4,2023,5,25
0,0,300,300,1,39,Not Fraud,2,5,2023,20,51
1,1,70,90,1,88,Fraud,22,5,2023,12,16
2,1,0,0,1,55,Not Fraud,6,6,2023,3,41
5,1,300,300,1,102,Not Fraud,25,6,2023,19,6
6,0,120,120,1,43,Not Fraud,11,7,2023,10,31
4,1,110,110,1,75,Not Fraud,30,7,2023,1,56
3,0,140,140,1,40,Not Fraud,14,8,2023,17,22
0,1,300,300,1,62,Not Fraud,2,9,2023,8,47
1,0,70,70,1,38,Not Fraud,17,9,2023,0,12
2,1,0,0,1,65,Not Fraud,6,10,2023,15,37
5,0,300,300,1,42,Not Fraud,21,10,2023,7,2
6,1,120,110,1,55,Fraud,9,11,2023,22,27
4,0,110,110,1,48,Not Fraud,25,11,2023,13,53
3,1,140,140,1,50,Not Fraud,14,12,2023,5,18
0,0,300,300,1,58,Not Fraud,29,12,2023,20,43
1,1,70,70,1,46,Not Fraud,15,1,2023,12,8
2,1,0,0,1,53,Not Fraud,30,1,2023,3,33
5,1,300,110,1,47,Fraud,18,2,2023,18,58
6,0,120,120,1,51,Not Fraud,6,3,2023,10,24
4,1,110,110,1,44,Not Fraud,21,3,2023,1,49
3,0,140,140,1,59,Not Fraud,9,4,2023,17,14
0,1,300,300,1,54,Not Fraud,24,4,2023,8,39
1,0,70,70,1,43,Not Fraud,13,5,2023,0,4
2,1,0,0,1,56,Not Fraud,28,5,2023,15,29
5,0,300,300,1,52,Not Fraud,16,6,2023,6,55
6,1,120,90,1,45,Fraud,1,7,2023,22,20
4,0,110,110,1,57,Not Fraud,21,7,2023,13,45
3,1,140,120,1,49,Fraud,5,8,2023,5,10
0,0,300,300,1,60,Not Fraud,24,8,2023,20,35
1,1,70,70,1,41,Not Fraud,9,9,2023,12,0
2,1,0,0,1,63,Not Fraud,28,9,2023,3,26
5,1,300,300,1,39,Not Fraud,13,10,2023,18,51
6,0,120,120,1,66,Not Fraud,1,11,2023,10,16
4,1,110,90,1,43,Fraud,16,11,2023,1,41
3,0,140,140,1,61,Not Fraud,5,12,2023,17,6
0,1,300,300,1,37,Not Fraud,21,12,2023,8,31
1,0,70,70,1,54,Not Fraud,7,1,2023,23,57
2,1,0,0,1,46,Not Fraud,24,1,2023,15,22
5,0,300,300,1,55,Not Fraud,8,2,2023,6,47
6,1,120,90,1,49,Fraud,27,2,2023,22,12
4,0,110,110,1,60,Not Fraud,16,3,2023,13,37
3,1,140,140,1,42,Not Fraud,31,3,2023,5,2
0,0,300,300,1,57,Not Fraud,19,4,2023,20,28
1,1,70,70,1,48,Not Fraud,5,5,2023,11,53
2,1,0,0,1,52,Not Fraud,24,5,2023,3,18
5,1,300,300,1,45,Not Fraud,8,6,2023,18,43
6,0,120,120,1,59,Not Fraud,28,6,2023,10,8
4,1,110,110,1,53,Not Fraud,13,7,2023,1,33
3,0,140,70,1,47,Fraud,1,8,2023,17,59
0,1,300,300,1,51,Not Fraud,16,8,2023,9,24
1,0,70,70,1,44,Not Fraud,4,9,2023,0,49
2,1,0,0,1,58,Not Fraud,19,9,2023,16,14
5,0,300,300,1,54,Not Fraud,8,10,2023,7,39
6,1,120,120,1,43,Not Fraud,23,10,2023,23,4
4,0,110,110,1,56,Not Fraud,11,11,2023,14,30
3,1,140,90,1,50,Fraud,26,11,2023,5,55
0,0,300,300,1,45,Not Fraud,15,12,2023,21,20
1,1,70,70,1,55,Not Fraud,31,12,2023,12,45
2,1,0,0,1,48,Not Fraud,6,1,2023,4,10
5,1,300,300,1,60,Not Fraud,23,1,2023,19,35
6,0,120,120,1,42,Not Fraud,7,2,2023,11,1
4,1,110,110,1,57,Not Fraud,26,2,2023,2,26
3,0,140,140,1,49,Not Fraud,13,3,2023,17,51
0,1,300,300,1,52,Not Fraud,28,3,2023,9,16
1,0,70,70,1,46,Not Fraud,16,4,2023,0,41
2,1,0,0,1,58,Not Fraud,1,5,2023,16,6
5,0,300,300,1,53,Not Fraud,20,5,2023,7,32
6,1,120,120,1,47,Not Fraud,4,6,2023,22,57
4,0,110,70,1,51,Fraud,24,6,2023,14,22
3,1,140,140,1,44,Not Fraud,9,7,2023,5,47
0,0,300,300,1,59,Not Fraud,28,7,2023,21,12
1,1,70,70,1,54,Not Fraud,13,8,2023,12,37
2,1,0,0,1,43,Not Fraud,1,9,2023,4,3
5,1,300,120,1,56,Fraud,16,9,2023,19,28
6,0,120,90,1,50,Fraud,6,10,2023,10,53
4,1,110,110,1,45,Not Fraud,21,10,2023,2,18
3,0,140,140,1,55,Not Fraud,9,11,2023,17,43
0,1,300,300,1,48,Not Fraud,25,11,2023,9,8
1,0,70,0,1,60,Fraud,14,12,2023,0,34
2,1,0,0,1,42,Not Fraud,29,12,2023,15,59
5,0,300,100,1,57,Fraud,15,1,2023,7,24
6,1,120,120,1,49,Not Fraud,30,1,2023,22,49
4,0,110,110,1,52,Not Fraud,18,2,2023,14,14
3,1,140,140,1,46,Not Fraud,5,3,2023,5,39
0,0,300,300,1,58,Not Fraud,20,3,2023,21,5
1,1,70,70,1,53,Not Fraud,8,4,2023,12,30
2,1,0,0,1,47,Not Fraud,23,4,2023,3,55
5,1,300,300,1,51,Not Fraud,12,5,2023,19,20
6,0,120,120,1,44,Not Fraud,27,5,2023,10,45
